CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Average_ActiveUsers,Total_SessionMinutes,Total_APICalls,Ticket_Count,Average_Satisfaction,Low_Login_Risk,Low_ActiveUser_Risk,Low_Session_Risk,High_Ticket_Risk,Low_Satisfaction_Risk,Risk_Score,Risk_Level,Risk_Rank
C1166,Deepak Joshi Industries,2338.44,8.0,31.0,4.2,1049.7,7565.0,3.0,4.0,1,1,1,0,1,7,High Risk,23
C1263,Deepak Reddy Industries,2338.44,8.0,0.0,0.0,0.0,0.0,1.0,4.0,1,1,1,0,1,7,High Risk,24
C1281,Farhan Das Group,2098.6,6.0,17.0,0.5,1384.6,6342.0,2.0,3.0,1,1,1,0,1,7,High Risk,25
C1369,Meera Reddy Industries,2098.6,6.0,39.0,13.5,386.6,1702.0,5.0,5.2,1,0,1,1,1,7,High Risk,26
C1012,Meera Patel Labs,1978.68,5.0,14.0,0.7,1715.3,6827.0,1.0,5.0,1,1,1,0,1,7,High Risk,27
C1282,Nikita Menon Solutions,1978.68,5.0,11.0,7.0,297.4,333.0,5.0,5.0,1,0,1,1,1,7,High Risk,28
C1334,Sai Menon Group,1978.68,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,0,1,7,High Risk,29
C1054,Arjun Bose Group,818.36,9.0,14.0,4.5,824.9,4910.0,3.0,5.333333333333333,1,1,1,0,1,7,High Risk,30
C1222,Aarav Verma Labs,818.36,9.0,53.0,8.75,1013.3,2364.0,4.0,4.75,1,0,1,1,1,7,High Risk,31
C1148,Divya Bose Solutions,778.44,8.0,18.0,1.75,832.8000000000001,3392.0,1.0,3.0,1,1,1,0,1,7,High Risk,32
C1310,Riya Das Technologies,778.44,8.0,45.0,4.0,1260.3,13369.0,3.0,4.666666666666667,1,1,1,0,1,7,High Risk,33
C1247,Karthik Sharma Technologies,738.52,7.0,52.0,6.4,1606.8,6475.0,5.0,4.6,1,0,1,1,1,7,High Risk,34
C1026,Vivaan Singh Solutions,698.6,6.0,62.0,4.375,1204.1,6120.0,1.0,4.0,1,1,1,0,1,7,High Risk,35
C1091,Myra Nair Solutions,618.76,4.0,13.0,3.0,739.0999999999999,1649.0,3.0,1.0,1,1,1,0,1,7,High Risk,36
C1150,Rahul Singh Technologies,578.84,3.0,0.0,0.0,0.0,0.0,3.0,5.0,1,1,1,0,1,7,High Risk,37
C1062,Kavya Das Solutions,358.2,11.0,6.0,0.6666666666666666,438.0,2946.0,2.0,5.0,1,1,1,0,1,7,High Risk,38
C1274,Aadhya Khan Systems,342.28,10.0,31.0,3.0,638.4000000000001,1180.0,2.0,2.0,1,1,1,0,1,7,High Risk,39
C1414,Zoya Joshi Solutions,326.36,9.0,78.0,7.166666666666667,1057.6,4052.0,4.0,4.5,1,0,1,1,1,7,High Risk,40
C1120,Pooja Rao Solutions,310.44,8.0,53.0,4.428571428571429,2091.4,6893.0,2.0,5.0,1,1,1,0,1,7,High Risk,41
C1122,Aarav Gupta Technologies,310.44,8.0,51.0,3.25,1316.7,11495.0,3.0,5.0,1,1,1,0,1,7,High Risk,42
C1189,Kiara Patel Group,310.44,8.0,19.0,1.8,604.3,8596.0,1.0,3.0,1,1,1,0,1,7,High Risk,43
C1010,Tara Iyer Labs,278.6,6.0,81.0,5.5,1004.6,4316.0,6.0,5.333333333333333,1,0,1,1,1,7,High Risk,44
C1118,Ishaan Reddy Group,278.6,6.0,25.0,1.5,1294.8,2732.0,1.0,2.0,1,1,1,0,1,7,High Risk,45
C1193,Diya Menon Systems,278.6,6.0,18.0,2.0,1498.6,5062.0,2.0,5.0,1,1,1,0,1,7,High Risk,46
C1199,Aman Singh Labs,278.6,6.0,12.0,1.0,1241.4,7005.0,1.0,5.0,1,1,1,0,1,7,High Risk,47
C1228,Kiara Sharma Solutions,230.84,3.0,16.0,0.45454545454545453,1897.8,6394.0,3.0,4.666666666666667,1,1,1,0,1,7,High Risk,48
C1106,Ananya Singh Group,199.0,1.0,19.0,2.75,1062.8000000000002,5248.0,3.0,4.333333333333333,1,1,1,0,1,7,High Risk,49
C1066,Ishaan Reddy Solutions,88.2,11.0,32.0,2.6666666666666665,1407.7,8966.0,3.0,3.3333333333333335,1,1,1,0,1,7,High Risk,50
C1138,Meera Sharma Labs,84.28,10.0,50.0,8.333333333333334,601.3000000000001,3912.0,5.0,5.0,1,0,1,1,1,7,High Risk,51
C1245,Aadhya Sharma Labs,84.28,10.0,8.0,6.0,135.0,515.0,7.0,5.142857142857143,1,0,1,1,1,7,High Risk,52
C1159,Deepak Bose Systems,80.36,9.0,50.0,6.5,952.8,5396.0,6.0,5.333333333333333,1,0,1,1,1,7,High Risk,53
C1279,Divya Verma Solutions,80.36,9.0,29.0,1.7142857142857142,1172.6,3445.0,3.0,5.333333333333333,1,1,1,0,1,7,High Risk,54
C1329,Kavya Das Group,76.44,8.0,23.0,1.1428571428571428,1366.4,12493.0,3.0,4.333333333333333,1,1,1,0,1,7,High Risk,55
C1367,Kiara Gupta Industries,76.44,8.0,30.0,9.5,394.4,1044.0,4.0,5.25,1,0,1,1,1,7,High Risk,56
C1104,Farhan Iyer Group,72.52,7.0,14.0,2.0,731.8,3179.0,1.0,2.0,1,1,1,0,1,7,High Risk,57
C1176,Sneha Khan Technologies,72.52,7.0,60.0,5.8,798.1,1509.0,5.0,4.8,1,0,1,1,1,7,High Risk,58
C1244,Myra Sharma Industries,72.52,7.0,10.0,3.0,382.8,3173.0,2.0,5.0,1,1,1,0,1,7,High Risk,59
C1092,Aman Sharma Solutions,68.6,6.0,7.0,2.0,221.8,3097.0,2.0,4.5,1,1,1,0,1,7,High Risk,60
C1321,Nikita Sharma Group,68.6,6.0,58.0,6.8,1281.7,6043.0,5.0,4.6,1,0,1,1,1,7,High Risk,61
C1017,Rahul Reddy Solutions,60.76,4.0,24.0,1.8571428571428572,1829.2,2822.0,3.0,4.0,1,1,1,0,1,7,High Risk,62
C1179,Sneha Iyer Solutions,60.76,4.0,30.0,2.0,1048.6,5745.0,3.0,5.0,1,1,1,0,1,7,High Risk,63
C1200,Kavya Rao Industries,60.76,4.0,21.0,3.5,447.9,927.0,3.0,4.666666666666667,1,1,1,0,1,7,High Risk,64
C1360,Deepak Gupta Group,60.76,4.0,31.0,3.0,1431.0,4024.0,2.0,4.5,1,1,1,0,1,7,High Risk,65
C1210,Deepak Patel Technologies,56.84,3.0,36.0,2.25,972.7,5247.0,3.0,5.0,1,1,1,0,1,7,High Risk,66
C1045,Kavya Verma Solutions,2578.28,10.0,61.0,4.285714285714286,1688.4,14787.0,5.0,6.4,1,1,1,1,0,6,High Risk,67
C1272,Pooja Joshi Industries,2218.52,7.0,38.0,1.6666666666666667,2523.5,10902.0,5.0,4.8,1,1,0,1,1,6,High Risk,68
C1267,Nikita Rao Industries,2098.6,6.0,39.0,3.6666666666666665,589.0,3648.0,5.0,5.6,1,1,1,1,0,6,High Risk,69
C1149,Vivaan Verma Technologies,1978.68,5.0,71.0,1.8571428571428572,5919.3,23494.0,5.0,5.0,1,1,0,1,1,6,High Risk,70
C1182,Arun Menon Labs,1978.68,5.0,37.0,0.875,2507.7,14175.0,4.0,3.75,1,1,0,1,1,6,High Risk,71
C1261,Reyansh Menon Labs,1978.68,5.0,57.0,7.75,345.2,8191.0,3.0,5.0,1,0,1,0,1,6,High Risk,72
C1284,Zoya Das Group,1978.68,5.0,23.0,16.0,301.8,567.0,3.0,4.333333333333333,1,0,1,0,1,6,High Risk,73
C1239,Pooja Nair Solutions,1738.84,3.0,39.0,4.0,753.3,3607.0,5.0,6.4,1,1,1,1,0,6,High Risk,74
C1202,Karthik Iyer Labs,1112.88,16.0,18.0,6.0,335.6,1956.0,1.0,5.0,1,0,1,0,1,6,High Risk,75
C1016,Diya Singh Industries,978.04,13.0,38.0,1.25,1720.7,6672.0,4.0,6.5,1,1,1,1,0,6,High Risk,76
C1023,Meera Menon Industries,778.44,8.0,14.0,0.8,1362.1,7528.0,5.0,5.8,1,1,1,1,0,6,High Risk,77
C1302,Ishaan Singh Industries,778.44,8.0,77.0,6.25,1825.5,8309.0,3.0,4.333333333333333,1,0,1,0,1,6,High Risk,78
C1075,Ishaan Khan Industries,738.52,7.0,39.0,2.75,2030.6,12737.0,5.0,6.6,1,1,1,1,0,6,High Risk,79
C1117,Arun Gupta Labs,738.52,7.0,21.0,5.0,839.0999999999999,1511.0,3.0,4.666666666666667,1,0,1,0,1,6,High Risk,80
C1377,Zoya Bose Technologies,698.6,6.0,61.0,4.666666666666667,918.5,5568.0,5.0,6.2,1,1,1,1,0,6,High Risk,81
C1361,Meera Khan Systems,658.68,5.0,57.0,7.0,666.7,2829.0,1.0,5.0,1,0,1,0,1,6,High Risk,82
C1332,Diya Singh Labs,618.76,4.0,47.0,9.5,645.0999999999999,3926.0,1.0,3.0,1,0,1,0,1,6,High Risk,83
C1294,Meera Singh Group,358.2,11.0,54.0,4.0,954.1,5014.0,4.0,6.0,1,1,1,1,0,6,High Risk,84
C1312,Saanvi Bose Labs,326.36,9.0,61.0,2.076923076923077,4051.4,15900.0,5.0,5.2,1,1,0,1,1,6,High Risk,85
C1410,Isha Khan Technologies,326.36,9.0,62.0,7.4,835.7,1973.0,2.0,5.0,1,0,1,0,1,6,High Risk,86
C1363,Pooja Gupta Group,310.44,8.0,34.0,3.2,1284.0,5301.0,6.0,5.666666666666667,1,1,1,1,0,6,High Risk,87
C1084,Meera Patel Industries,294.52,7.0,0.0,0.0,0.0,0.0,5.0,6.6,1,1,1,1,0,6,High Risk,88
C1211,Krishna Iyer Solutions,294.52,7.0,52.0,8.333333333333334,1011.4,3102.0,1.0,5.0,1,0,1,0,1,6,High Risk,89
C1265,Aditya Reddy Solutions,294.52,7.0,63.0,2.2666666666666666,3705.8,12507.0,4.0,3.25,1,1,0,1,1,6,High Risk,90
C1293,Tara Joshi Systems,278.6,6.0,26.0,1.7142857142857142,1628.1000000000001,7099.0,6.0,6.0,1,1,1,1,0,6,High Risk,91
C1390,Rahul Reddy Labs,278.6,6.0,18.0,0.5,1417.5,2927.0,5.0,6.6,1,1,1,1,0,6,High Risk,92
C1406,Vihaan Joshi Group,278.6,6.0,56.0,3.111111111111111,2000.8,6046.0,5.0,6.0,1,1,1,1,0,6,High Risk,93
C1025,Diya Singh Labs,262.68,5.0,70.0,1.619047619047619,5612.8,33541.0,4.0,4.5,1,1,0,1,1,6,High Risk,94
C1411,Saanvi Verma Technologies,262.68,5.0,0.0,0.0,0.0,0.0,5.0,6.0,1,1,1,1,0,6,High Risk,95
C1044,Krishna Bose Solutions,246.76,4.0,78.0,6.833333333333333,1085.2,4675.0,3.0,5.0,1,0,1,0,1,6,High Risk,96
C1157,Meera Joshi Solutions,230.84,3.0,76.0,3.5454545454545454,2611.0,15644.0,6.0,5.166666666666667,1,1,0,1,1,6,High Risk,97
C1181,Isha Reddy Labs,230.84,3.0,65.0,8.5,725.8,2741.0,2.0,4.5,1,0,1,0,1,6,High Risk,98
C1287,Farhan Nair Industries,230.84,3.0,35.0,0.6,2185.2,9304.0,4.0,4.25,1,1,0,1,1,6,High Risk,99
C1253,Karthik Rao Solutions,156.8,17.0,42.0,3.0,1055.7,5143.0,8.0,6.25,1,1,1,1,0,6,High Risk,100
C1383,Myra Patel Solutions,92.12,12.0,15.0,1.4,1196.4,4430.0,6.0,5.833333333333333,1,1,1,1,0,6,High Risk,101
C1115,Rahul Rao Labs,88.2,11.0,32.0,2.75,925.6999999999999,4271.0,5.0,6.0,1,1,1,1,0,6,High Risk,102
C1192,Deepak Nair Technologies,84.28,10.0,62.0,1.7777777777777777,4445.2,22798.0,4.0,5.0,1,1,0,1,1,6,High Risk,103
C1218,Reyansh Joshi Group,84.28,10.0,0.0,0.0,0.0,0.0,5.0,5.8,1,1,1,1,0,6,High Risk,104
C1114,Aadhya Das Industries,80.36,9.0,43.0,13.5,711.9,7252.0,2.0,4.5,1,0,1,0,1,6,High Risk,105
C1170,Diya Verma Industries,76.44,8.0,74.0,7.666666666666667,912.7,5555.0,2.0,4.5,1,0,1,0,1,6,High Risk,106
C1173,Kiara Bose Labs,76.44,8.0,35.0,5.0,571.4,6443.0,1.0,5.0,1,0,1,0,1,6,High Risk,107
C1236,Saanvi Rao Industries,72.52,7.0,33.0,4.2,653.5,1702.0,8.0,5.5,1,1,1,1,0,6,High Risk,108
C1278,Meera Sharma Industries,72.52,7.0,30.0,1.4545454545454546,1913.0,7009.0,6.0,8.0,1,1,1,1,0,6,High Risk,109
C1097,Diya Gupta Industries,68.6,6.0,4.0,2.0,350.7,142.0,5.0,7.0,1,1,1,1,0,6,High Risk,110
C1235,Vivaan Bose Technologies,68.6,6.0,23.0,1.2857142857142858,1659.6,6153.0,4.0,5.5,1,1,1,1,0,6,High Risk,111
C1375,Tara Bose Group,68.6,6.0,65.0,1.4545454545454546,4614.0,14998.0,4.0,4.75,1,1,0,1,1,6,High Risk,112
C1391,Nikita Verma Industries,68.6,6.0,30.0,0.9285714285714286,3522.9,17849.0,5.0,5.2,1,1,0,1,1,6,High Risk,113
C1304,Karthik Sharma Group,64.68,5.0,67.0,2.6666666666666665,3904.9,19245.0,4.0,3.5,1,1,0,1,1,6,High Risk,114
C1087,Diya Iyer Labs,60.76,4.0,10.0,3.0,369.0,4931.0,4.0,5.75,1,1,1,1,0,6,High Risk,115
C1049,Farhan Gupta Labs,4676.88,16.0,32.0,6.0,685.9000000000001,5258.0,7.0,6.714285714285714,1,0,1,1,0,5,Medium Risk,116
C1194,Zoya Bose Group,3957.3599999999997,10.0,105.0,6.2,1555.5,7975.0,5.0,5.2,0,0,1,1,1,5,Medium Risk,117
C1395,Deepak Patel Labs,3177.88,15.0,24.0,7.5,515.4,1661.0,5.0,5.6,1,0,1,1,0,5,Medium Risk,118
C1412,Farhan Verma Solutions,2534.8,17.0,38.0,2.375,1136.6,6903.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,119
C1308,Naveen Gupta Labs,2458.36,9.0,20.0,1.5,1899.9,8021.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,120
C1349,Krishna Joshi Systems,2458.36,9.0,77.0,4.090909090909091,2811.2,13157.0,3.0,5.333333333333333,1,1,0,0,1,5,Medium Risk,121
C1162,Divya Nair Technologies,2098.6,6.0,26.0,3.5,551.1999999999999,1159.0,3.0,5.666666666666667,1,1,1,0,0,5,Medium Risk,122
C1037,Diya Das Industries,1978.68,5.0,42.0,2.090909090909091,1911.7,6623.0,3.0,5.666666666666667,1,1,1,0,0,5,Medium Risk,123
C1013,Farhan Das Industries,1931.28,11.0,0.0,0.0,242.1,71.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,124
C1201,Naveen Patel Labs,1858.76,4.0,20.0,9.0,337.2,185.0,4.0,5.5,1,0,1,1,0,5,Medium Risk,125
C1129,Farhan Reddy Labs,858.28,10.0,57.0,4.0,1717.3,3842.0,3.0,6.333333333333333,1,1,1,0,0,5,Medium Risk,126
C1086,Karthik Sharma Systems,818.36,9.0,46.0,1.0,5188.8,24023.0,2.0,2.5,1,1,0,0,1,5,Medium Risk,127
C1098,Myra Nair Systems,818.36,9.0,78.0,4.222222222222222,2559.7,10967.0,3.0,5.0,1,1,0,0,1,5,Medium Risk,128
C1027,Vihaan Bose Group,778.44,8.0,18.0,1.6666666666666667,918.7,2758.0,2.0,7.0,1,1,1,0,0,5,Medium Risk,129
C1079,Arun Rao Industries,778.44,8.0,73.0,7.166666666666667,1308.6,8715.0,5.0,7.2,1,0,1,1,0,5,Medium Risk,130
C1151,Aman Gupta Solutions,778.44,8.0,132.0,4.529411764705882,1887.0,10874.0,1.0,2.0,0,1,1,0,1,5,Medium Risk,131
C1154,Kiara Das Group,723.3599999999999,10.0,8.0,1.3333333333333333,657.9000000000001,3649.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,132
C1227,Karthik Das Industries,698.6,6.0,32.0,4.0,784.0,5699.0,2.0,6.5,1,1,1,0,0,5,Medium Risk,133
C1048,Aman Singh Labs,658.68,5.0,62.0,1.6111111111111112,3478.9,28335.0,3.0,5.0,1,1,0,0,1,5,Medium Risk,134
C1111,Priya Khan Industries,658.68,5.0,97.0,8.142857142857142,2055.6,13354.0,6.0,5.166666666666667,0,0,1,1,1,5,Medium Risk,135
C1169,Reyansh Menon Solutions,658.68,5.0,16.0,1.75,1094.9,8651.0,3.0,9.333333333333334,1,1,1,0,0,5,Medium Risk,136
C1209,Rahul Khan Systems,658.68,5.0,30.0,2.5,1348.6,6854.0,1.0,7.0,1,1,1,0,0,5,Medium Risk,137
C1258,Myra Verma Technologies,658.68,5.0,12.0,0.6,743.7,5646.0,1.0,7.0,1,1,1,0,0,5,Medium Risk,138
C1359,Aman Rao Group,658.68,5.0,0.0,0.0,0.0,0.0,3.0,6.666666666666667,1,1,1,0,0,5,Medium Risk,139
C1153,Aadhya Patel Solutions,618.76,4.0,30.0,2.2,1156.8,7219.0,1.0,8.0,1,1,1,0,0,5,Medium Risk,140
C1233,Deepak Patel Labs,578.84,3.0,67.0,6.6,1336.2,3449.0,6.0,7.333333333333333,1,0,1,1,0,5,Medium Risk,141
C1330,Ananya Sharma Group,538.92,2.0,61.0,1.25,5241.7,21236.0,1.0,3.0,1,1,0,0,1,5,Medium Risk,142
C1214,Sneha Sharma Technologies,405.96,14.0,31.0,9.5,505.5,4733.0,6.0,6.166666666666667,1,0,1,1,0,5,Medium Risk,143
C1183,Sanjay Gupta Labs,402.8,17.0,52.0,2.888888888888889,1341.9,10636.0,3.0,6.0,1,1,1,0,0,5,Medium Risk,144
C1052,Aadhya Reddy Labs,390.04,13.0,92.0,7.375,2131.9,10723.0,4.0,5.25,0,0,1,1,1,5,Medium Risk,145
C1316,Deepak Reddy Group,342.28,10.0,56.0,1.411764705882353,4250.7,23575.0,2.0,4.5,1,1,0,0,1,5,Medium Risk,146
C1090,Aarav Menon Group,326.36,9.0,9.0,1.3333333333333333,551.8,2140.0,3.0,6.333333333333333,1,1,1,0,0,5,Medium Risk,147
C1346,Krishna Sharma Group,326.36,9.0,56.0,15.0,650.0,2600.0,6.0,6.0,1,0,1,1,0,5,Medium Risk,148
C1396,Sai Joshi Systems,326.36,9.0,67.0,4.428571428571429,1243.5,4077.0,3.0,6.333333333333333,1,1,1,0,0,5,Medium Risk,149
C1080,Rohan Sharma Group,310.44,8.0,29.0,1.75,1817.1999999999998,11010.0,2.0,5.5,1,1,1,0,0,5,Medium Risk,150
C1255,Riya Joshi Labs,310.44,8.0,3.0,0.0,536.9,1816.0,1.0,8.0,1,1,1,0,0,5,Medium Risk,151
C1031,Isha Khan Technologies,294.52,7.0,0.0,0.0,0.0,0.0,3.0,6.666666666666667,1,1,1,0,0,5,Medium Risk,152
C1082,Aadhya Nair Systems,294.52,7.0,92.0,5.857142857142857,1994.1,8629.0,6.0,4.333333333333333,0,0,1,1,1,5,Medium Risk,153
C1319,Divya Bose Group,294.52,6.0,59.0,6.4,1122.0,7850.0,4.0,5.5,1,0,1,1,0,5,Medium Risk,154
C1124,Krishna Sharma Systems,278.6,6.0,27.0,3.2,1553.3,5295.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,155
C1280,Aman Patel Systems,278.6,6.0,160.0,9.333333333333334,2001.1,11578.0,7.0,5.0,0,0,1,1,1,5,Medium Risk,156
C1295,Aman Joshi Group,278.6,6.0,34.0,2.375,1979.5,10257.0,0.0,0.0,1,1,1,0,0,5,Medium Risk,157
C1333,Aditya Nair Systems,278.6,6.0,156.0,6.285714285714286,2117.0,10453.0,5.0,4.4,0,0,1,1,1,5,Medium Risk,158
C1403,Sai Khan Labs,278.6,6.0,81.0,11.6,1043.2,4055.0,4.0,6.75,1,0,1,1,0,5,Medium Risk,159
C1068,Ananya Gupta Industries,262.68,5.0,5.0,0.5,625.5999999999999,1291.0,2.0,5.5,1,1,1,0,0,5,Medium Risk,160
C1292,Divya Sharma Technologies,262.68,5.0,148.0,13.428571428571429,1742.6,7588.0,4.0,5.25,0,0,1,1,1,5,Medium Risk,161
C1015,Sanjay Gupta Industries,246.76,4.0,61.0,2.8333333333333335,3158.3,15818.0,3.0,5.0,1,1,0,0,1,5,Medium Risk,162
C1161,Sneha Das Systems,246.76,4.0,22.0,1.125,2260.1,21178.0,3.0,4.0,1,1,0,0,1,5,Medium Risk,163
C1276,Myra Reddy Industries,246.76,4.0,55.0,6.2,980.6,4277.0,4.0,7.0,1,0,1,1,0,5,Medium Risk,164
C1405,Deepak Gupta Labs,246.76,4.0,40.0,2.888888888888889,1807.8,5040.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,165
C1174,Vivaan Verma Systems,230.84,3.0,63.0,5.6,935.7,7341.0,6.0,6.0,1,0,1,1,0,5,Medium Risk,166
C1301,Sanjay Verma Industries,230.84,3.0,11.0,0.4,812.3000000000001,6813.0,2.0,7.5,1,1,1,0,0,5,Medium Risk,167
C1196,Ananya Singh Industries,99.96,14.0,6.0,0.5,589.8,3590.0,3.0,7.333333333333333,1,1,1,0,0,5,Medium Risk,168
C1099,Ishaan Patel Group,88.2,11.0,69.0,2.5384615384615383,1938.2,9438.0,3.0,6.333333333333333,1,1,1,0,0,5,Medium Risk,169
C1083,Deepak Das Group,80.36,9.0,63.0,3.1,2616.3,21976.0,1.0,5.0,1,1,0,0,1,5,Medium Risk,170
C1133,Divya Nair Solutions,80.36,9.0,0.0,0.0,0.0,0.0,1.0,8.0,1,1,1,0,0,5,Medium Risk,171
C1306,Ananya Nair Systems,72.52,7.0,58.0,3.5714285714285716,1819.7,1996.0,3.0,7.0,1,1,1,0,0,5,Medium Risk,172
C1343,Isha Iyer Technologies,72.52,7.0,6.0,2.0,216.6,646.0,0.0,0.0,1,1,1,0,0,5,Medium Risk,173
C1014,Rahul Patel Industries,68.6,6.0,37.0,3.6666666666666665,1674.5,9530.0,2.0,6.0,1,1,1,0,0,5,Medium Risk,174
C1020,Saanvi Menon Group,68.6,6.0,55.0,4.714285714285714,1145.0,4663.0,5.0,5.8,1,0,1,1,0,5,Medium Risk,175
C1353,Farhan Gupta Labs,68.6,6.0,0.0,0.0,0.0,0.0,2.0,6.5,1,1,1,0,0,5,Medium Risk,176
C1409,Saanvi Iyer Industries,68.6,6.0,77.0,4.6,1414.0,6868.0,2.0,8.5,1,1,1,0,0,5,Medium Risk,177
C1058,Riya Das Labs,64.68,5.0,45.0,4.6,724.0,4003.0,1.0,9.0,1,1,1,0,0,5,Medium Risk,178
C1070,Kiara Das Solutions,64.68,5.0,0.0,0.0,0.0,0.0,3.0,7.0,1,1,1,0,0,5,Medium Risk,179
C1081,Ananya Nair Group,64.68,5.0,21.0,0.8888888888888888,2164.7,6779.0,3.0,6.666666666666667,1,1,1,0,0,5,Medium Risk,180
C1107,Isha Nair Technologies,64.68,5.0,131.0,5.230769230769231,1669.5,9557.0,4.0,4.75,0,0,1,1,1,5,Medium Risk,181
C1240,Aadhya Gupta Group,64.68,5.0,0.0,0.0,0.0,0.0,2.0,5.5,1,1,1,0,0,5,Medium Risk,182
C1311,Kavya Rao Labs,64.68,5.0,9.0,0.75,688.5,3374.0,1.0,6.0,1,1,1,0,0,5,Medium Risk,183
C1208,Deepak Das Group,60.76,4.0,21.0,1.0,1918.8,10291.0,2.0,5.5,1,1,1,0,0,5,Medium Risk,184
C1291,Diya Rao Systems,60.76,4.0,38.0,16.0,559.7,1083.0,4.0,7.75,1,0,1,1,0,5,Medium Risk,185
C1076,Arun Khan Labs,2542.6400000000003,19.0,97.0,5.75,1196.6,3740.0,3.0,4.0,0,0,1,0,1,4,Medium Risk,186
C1325,Ishaan Reddy Group,2338.44,8.0,91.0,2.4,5372.2,20107.0,4.0,5.0,0,1,0,1,1,4,Medium Risk,187
C1100,Priya Gupta Solutions,2098.6,6.0,99.0,8.333333333333334,1477.6,4439.0,2.0,4.5,0,0,1,0,1,4,Medium Risk,188
C1384,Arjun Joshi Technologies,2098.6,6.0,61.0,7.4,1455.2,10271.0,3.0,7.0,1,0,1,0,0,4,Medium Risk,189
C1288,Kiara Das Labs,1618.92,2.0,65.0,9.25,1241.9,4303.0,1.0,9.0,1,0,1,0,0,4,Medium Risk,190
C1397,Divya Reddy Group,938.12,12.0,13.0,8.0,317.7,16.0,3.0,6.333333333333333,1,0,1,0,0,4,Medium Risk,191
C1203,Saanvi Reddy Industries,858.28,10.0,36.0,7.333333333333333,821.0,8114.0,2.0,7.0,1,0,1,0,0,4,Medium Risk,192
